0,12763
0,10359
0,10823
0,11044
0,11470
0,12130
0,16406
0,20933
0,18184
0,11658
0,11762
0,10791
0,10913
0,10730
0,10983
0,10985
0,11022
0,10771
0,11226
0,10474
0,10247
0,10172
0,10176
0,10245
0,10193
0,09986
0,10352
0,09987
0,10285
0,10214
0,10510
0,09888
0,10692
0,10183
0,11238
0,16175
0,17781
0,17269
0,14247
0,10081
0,11642
0,10782
0,13103
0,10438
0,10853
0,10697
0,10515
0,10973
0,10758
0,10533
0,10268
0,10017
0,10578
0,10290
0,10161
0,10446
0,12897
0,10061
0,11138
0,10765
0,10792
0,10656
0,10672
0,10281
0,10569
0,10223
0,10224
0,10620
0,10142
0,10080
0,10300
0,12105
0,15849
0,17138
0,17013
0,11368
0,11748
0,10202
0,11630
0,13751
0,11084
0,10722
0,10554
0,10765
0,11396
0,10856
0,11596
0,10639
0,10518
0,10488
0,10600
0,10299
0,10931
0,10742
0,10409
0,10514
0,10486
0,10203
0,10147
0,09894
0,10112
0,09955
0,10152
0,09923
0,10117
0,09963
0,10120
0,10062
0,10095
0,10023
0,10300
0,09852
0,10080
0,09986
0,10112
0,09920
0,10099
0,10043
0,10140
0,09909
0,10153
0,10139
0,10342
0,09909
0,10056
0,10135
0,10061
0,09989
0,10092
0,09876
0,10089
0,09895
0,10243
0,09883
0,14861
0,10003
0,10406
0,09901
0,10114
0,09956
0,10262
0,09989
0,10132
0,09954
0,10165
0,09964
0,10247
0,09966
0,10088
0,09978
0,10180
0,09966
0,10177
0,09925
0,10057
0,09902
0,10226
0,09967
0,10188
0,09918
0,10082
0,10139
0,10208
0,09898
0,10032
0,09900
0,10232
0,09891
0,10006
0,09871
0,10081
0,10086
0,10214
0,09863
0,10384
0,09854
0,10192
0,09851
0,10059
0,09849
0,09844
0,10088
0,09841
0,10123
0,09962
0,10120
0,09854
0,10072
0,10074
0,10141
0,10019
0,10224
0,09830
0,10157
0,09826
0,10491
0,09889
0,10141
0,10069
0,10352
0,09950
0,10348
0,09817
0,10209
0,09843
0,10587
0,09832
0,10297
0,09851
0,10267
0,09958
0,10630
0,10268
0,10566
0,09918
0,10613
0,09907
0,10704
0,10019
0,10482
0,10037
0,10196
0,09879
0,10697
0,09955
0,10147
0,09961
0,10088
0,09967
0,10061
0,10052
0,10339
0,10004
0,10252
0,09984
0,10138
0,09925
0,10200
0,09919
0,10158
0,09849
0,10001
0,09844
0,09826
0,10270
0,09862
0,10018
0,09934
0,10341
0,10075
0,10153
0,10020
0,10115
0,09987
0,10206
0,09922
0,10070
0,09930
0,10308
0,09970
0,10039
0,09846
0,10359
0,09951
0,10238
0,09891
0,10026
0,09949
0,10138
0,09929
0,10020
0,09884
0,10337
0,09996
0,10082
0,09858
0,10221
0,09919
0,10086
0,09911
0,10075
0,09905
0,10056
0,09922
0,10089
0,09895
0,10116
0,09858
0,10047
0,09966
0,10242
0,09853
0,10108
0,09889
0,10194
0,09905
0,10049
0,09838
0,10072
0,10044
0,10128
0,09907
0,10132
0,10057
0,10353
0,09858
0,10023
0,09899
0,09879
0,10248
0,09871
0,10237
0,09926
0,10112
0,09962
0,10263
0,09943
0,10152
0,10145
0,10229
0,09948
0,10066
0,10079
0,10288
0,09948
0,10174
0,09948
0,10203
0,09971
0,10119
0,09872
0,10037
0,09952
0,10242
0,09878
0,10058
0,09887
0,10326
0,10022
0,10094
0,09939
0,10007
0,09922
0,10112
0,09939
0,10179
0,09980
0,10088
0,09922
0,10093
0,09915
0,10109
0,09958
0,10177
0,09926
0,10279
0,09966
0,10102
0,10085
0,10168
0,09973
0,10162
0,09964
0,10190
0,09930
0,10018
0,09948
0,10265
0,10108
0,10085
0,09922
0,10577
0,09919
0,10259
0,09925
0,10065
0,09936
0,10061
0,10041
0,10067
0,09951
0,10142
0,10020
0,10138
0,10000
0,10241
0,09961
0,10119
0,09967
0,10110
0,09925
0,10242
0,09975
0,10131
0,09930
0,10196
0,09951
0,10207
0,09947
0,10182
0,09896
0,10104
0,09915
0,10144
0,09939
0,10076
0,09877
0,10265
0,09942
0,10101
0,09872
0,10031
0,09970
0,10219
0,09933
0,10072
0,09917
0,10223
0,09910
0,10045
0,10101
0,10369
0,10029
0,10097
0,09880
0,09998
0,09944
0,10122
0,09875
0,10068
0,09871
0,10256
0,09976
0,10078
0,09897
0,10065
0,09902
0,10115
0,09948
0,14871
0,09892
0,10114
0,09951
0,10067
0,09901
0,10043
0,09943
0,10333
0,09862
0,10055
0,09885
0,10270
0,09911
0,10034
0,09962
0,10464
0,10111
0,10122
0,09942
0,10364
0,09956
0,10132
0,09877
0,10147
0,09951
0,10041
0,09947
0,10112
0,09933
0,10454
0,09882
0,10128
0,09939
0,10121
0,09889
0,10071
0,09977
0,10153
0,09899
0,10075
0,09954
0,10168
0,09902
0,10049
0,09945
0,10081
0,10016
0,10106
0,09899
0,10138
0,09904
0,10191
0,09907
0,10087
0,09952
0,10205
0,10065
0,10129
0,09933
0,10197
0,10088
0,10372
0,09943
0,10180
0,09916
0,10228
0,09947
0,10056
0,09885
0,10068
0,10007
0,10142
0,09904
0,10129
0,09900
0,10155
0,09893
0,10003
0,09936
0,10363
0,09924
0,10135
0,09899
0,10294
0,09867
0,10061
0,09915
0,10175
0,09920
0,10104
0,09970
0,10053
0,09909
0,10081
0,09898
0,10248
0,09905
0,10009
0,09907
0,09897
0,10301
0,09896
0,10062
0,09912
0,10087
0,10148
0,10153
0,09917
0,10055
0,09929
0,10289
0,09972
0,10019
0,09892
0,10124
0,09983
0,10071
0,09953
0,10169
0,10044
0,10162
0,09943
0,10118
0,09996
0,10151
0,10076
0,10099
0,09987
0,10486
0,09884
0,10088
0,09922
0,10243
0,09913
0,10192
0,10009
0,10105
0,09917
0,10407
0,09942
0,10247
0,09934
0,10113
0,09876
0,10180
0,09993
0,10153
0,09874
0,10052
0,10037
0,10133
0,09908
0,10407
0,09949
0,10169
0,09911
0,10006
0,09943
0,10165
0,10082
0,10098
0,09899
0,10218
0,09996
0,10215
0,09899
0,10134
0,09950
0,10077
0,10119
0,10084
0,09946
0,10133
0,09871
0,10316
0,09967
0,10227
0,10101
0,10112
0,10086
0,10275
0,09974
0,10122
0,09906
0,10283
0,09923
0,10075
0,10067
0,10067
0,09974
0,10068
0,09906
0,10094
0,09949
0,10257
0,09908
0,10092
0,09883
0,10141
0,10036
0,10121
0,09914
0,10036
0,09946
0,10214
0,09938
0,10088
0,09915
0,10137
0,09901
0,11929
0,09879
0,10039
0,09898
0,09834
0,10050
0,09908
0,10016
0,09884
0,09896
0,10100
0,09830
0,10050
0,09931
0,10069
0,09855
0,09974
0,10332
0,10298
0,09920
0,10102
0,09849
0,10177
0,10016
0,10137
0,09856
0,10206
0,10001
0,10254
0,09866
0,10166
0,09933
0,10078
0,09963
0,09999
0,09891
0,10061
0,09927
0,10181
0,09899
0,10084
0,09950
0,10055
0,09905
0,10084
0,09874
0,10066
0,09894
0,10127
0,09894
0,10084
0,09874
0,10344
0,09996
0,10170
0,09977
0,10159
0,09938
0,10198
0,09928
0,10114
0,09950
0,10077
0,10119
0,10210
0,09950
0,10366
0,09967
0,10276
0,09865
0,10235
0,09934
0,10205
0,10021
0,10246
0,09881
0,10330
0,10113
0,10063
0,09919
0,10035
0,14144
0,11974
0,09930
0,10090
0,09900
0,10126
0,09966
0,10069
0,09901
0,10081
0,09890
0,10177
0,09917
0,10129
0,09888
0,10161
0,09943
0,10042
0,09896
0,15240
0,09961
0,10212
0,09891
0,10081
0,09925
0,10101
0,09887
0,10036
0,09884
0,10013
0,10009
0,10055
0,09884
0,10202
0,09949
0,10434
0,09896
0,10125
0,09905
0,10206
0,10084
0,10057
0,09886
0,10153
0,09871
0,10224
0,09883
0,10035
0,09902
0,09926
0,10242
0,09920
0,10068
0,09881
0,10027
0,10049
0,10040
0,09908
0,10216
0,09905
0,10179
0,09909
0,10066
0,09957
0,10117
0,09959
0,10067
0,09901
0,10029
0,09958
0,10247
0,09985
0,10204
0,09985
0,10385
0,09940
0,10001
0,09883
0,10058
0,10020
0,10109
0,09900
0,09990
0,10087
0,10117
0,09938
0,10078
0,09906
0,10077
0,09935
0,10056
0,09880
0,10259
0,09953
0,10178
0,09907
0,10131
0,10010
0,10172
0,09939
0,10238
0,09950
0,10129
0,09956
0,10244
0,10032
0,10142
0,09912
0,10066
0,09973
0,10225
0,09944
0,10134
0,09970
0,10289
0,09868
0,10033
0,09910
0,10230
0,10090
0,10178
0,09899
0,10156
0,09923
0,10151
0,09982
0,10347
