10,03565
9,98609
9,95087
9,99536
10,11934
9,93278
10,09083
9,94696
9,96391
9,98798
9,97620
9,94005
10,01902
9,94238
9,94238
9,97808
9,96168
9,95914
9,98224
9,96851
9,96507
9,96344
9,97834
10,09480
10,90530
10,97417
9,97438
9,98548
9,99104
9,98484
9,95287
9,95072
9,93347
9,98035
10,03237
9,98727
9,99432
9,95501
9,97510
9,97556
9,97009
9,94752
9,96302
9,97180
9,97360
9,94983
9,97264
10,00078
10,20155
9,93262
9,94661
9,92986
9,97414
9,97491
9,97049
10,09533
10,23206
9,91692
9,94955
9,93626
9,94149
9,92188
9,92869
9,94104
10,02110
9,93719
9,92218
9,92490
9,93400
9,94165
9,95469
9,91424
9,91547
9,90769
9,92029
9,88419
9,92444
9,92140
9,93641
9,92703
9,93555
9,92933
9,91641
9,92871
9,92005
9,94511
9,89654
9,92279
9,91093
9,93359
9,92205
9,92555
9,92172
9,92257
9,92914
10,04451
9,94102
9,91874
9,93000
9,94140
9,93687
9,89778
9,89859
9,91929
9,93082
9,98346
9,91411
11,58487
9,96695
9,97105
10,01523
9,95636
9,98676
9,97064
9,97658
9,95305
9,96283
9,97807
9,94964
9,97076
9,92813
10,01087
9,94923
9,98514
9,99395
9,97141
9,98474
9,96007
9,98975
9,98633
10,03498
9,96614
10,00091
9,94837
9,94943
9,95999
9,97719
10,15937
10,16915
9,94599
9,91528
9,92592
9,92265
9,92932
9,90929
9,92875
9,91160
9,93474
9,89258
9,91257
9,94111
9,92594
9,91696
9,91357
9,92728
10,07907
9,92848
9,93157
9,93445
9,92719
9,92027
9,91898
9,93793
9,94891
9,93716
9,93860
9,90629
9,92822
9,91162
9,94773
9,92569
9,92133
9,92711
9,91673
9,93567
9,91740
9,91717
9,94294
9,94396
9,93810
9,93877
9,89906
11,52003
9,96821
9,95593
10,04187
9,98481
9,96466
9,98437
9,96664
10,04898
9,96830
9,95945
9,97574
9,96014
9,94538
9,95291
9,94604
9,96152
9,94711
9,93155
9,95515
9,92109
9,96220
9,93079
9,94898
9,96694
9,94086
9,93816
9,96036
9,93076
9,88846
9,94722
9,91688
9,94339
10,03059
9,95192
9,95558
9,96463
9,91847
9,97828
10,21824
9,89223
9,91055
9,92187
9,90461
9,90654
9,91396
9,89903
9,89173
9,89265
9,89245
9,90996
9,88775
9,88636
9,91333
9,90982
9,89139
9,91376
9,96698
9,90955
9,90094
9,91678
9,90558
9,92019
9,94991
9,89296
9,90445
9,94952
9,89626
9,90297
9,89706
9,91445
9,91742
9,88602
9,92070
10,51512
10,19536
9,93050
9,91691
9,94446
9,94476
9,96432
9,94859
9,95055
9,89236
9,92132
9,98150
9,95722
9,92629
9,93612
9,93096
9,95722
9,95147
9,93397
10,01691
9,95178
9,94992
9,93399
9,94287
9,94338
9,95099
9,94884
9,90282
9,93541
9,92480
9,92192
9,96556
10,04625
9,90201
9,89258
9,88700
9,86998
9,89453
9,89247
9,90634
9,90284
9,89235
9,89793
9,90598
9,88352
9,86080
9,89723
9,92237
9,90883
9,95952
9,92342
9,87667
9,90663
9,91928
9,89795
9,88301
9,92466
9,88777
9,90708
9,95273
9,91255
9,92042
9,90737
9,87771
9,93736
9,90600
9,91003
9,91193
9,90656
9,90239
9,88805
9,87068
9,93795
9,91527
9,90362
9,89727
9,89315
9,91174
9,91214
9,92534
9,98740
9,89509
9,90937
9,87662
9,89150
9,89733
